75	데이터베이스에서의 뷰(View)에 대한 설명으로 틀린 것은?	뷰는 다른 뷰를 기반으로 새로운 뷰를 만들 수 있다.	뷰는 일종의 가상 테이블이며, update에는 제약이 따른다.	뷰는 기본 테이블을 만드는 것처럼 create view를 사용하여 만들 수 있다.	뷰는 논리적으로 존재하는 기본 테이블과 다르게 물리적으로만 존재하며 카탈로그에 저장된다.	4	2022년/2회
76	트랜잭션의 상태 중 트랜잭션의 마지막 연산이 실행된 직후의 상태로, 모든 연산의 처리는 끝났지만 트랜잭션이 수행한 최종 결과를 데이터베이스에 반영하지 않은 상태는?	Active	Partially Committed	Committed	Aborted	2	2022년/2회
77	SQL의 명령을 사용 용도에 따라 DDL, DML, DCL로 구분할 경우, 그 성격이 나머지 셋과 다른 것은?	SELECT	UPDATE	INSERT	GRANT	4	2022년/2회
78	키의 종류 중 유일성과 최소성을 만족하는 속성 또는 속성들의 집합은?	Atomic key	Super key	Candidate key	Test key	3	2022년/2회
79	데이터베이스에서 개념적 설계 단계에 대한 설명으로 틀린 것은?	산출물로 E-R Diagram을 만들 수 있다.	DBMS에 독립적인 개념 스키마를 설계한다.	트랜잭션 인터페이스를 설계 및 작성한다.	논리적 설계 단계의 앞 단계에서 수행된다.	3	2022년/2회
80	테이블의 기본키(Primary Key)로 지정된 속성에 관한 설명으로 가장 거리가 먼 것은?	NOT NULL로 널 값을 가지지 않는다.	릴레이션에서 튜플을 구별할 수 있다.	외래키로 참조될 수 있다.	검색할 때 반드시 필요하다.	4	2022년/2회
81	데이터 모델의 구성 요소 중 데이터 구조에 따라 개념 세계나 컴퓨터 세계에서 실제로 표현된 값들을 처리하는 작업을 의미하는 것은?	Relation	Data Structure	Constraint	Operation	4	2022년/2회
82	무결성 제약조건 중 개체 무결성 제약조건에 대한 설명으로 옳은 것은?	릴레이션 내의 튜플들이 각 속성의 도메인에 정해진 값만을 가져야 한다.	기본키는 NULL 값을 가져서는 안되며 릴레이션 내에 오직 하나의 값만 존재해야 한다.	자식 릴레이션의 외래키는 부모 릴레이션의 기본키와 도메인이 동일해야 한다.	자식 릴레이션의 값이 변경될 때 부모 릴레이션의 제약을 받는다.	2	2022년/2회
83	관계 데이터 모델에서 릴레이션(Relation)에 포함되어 있는 튜플(Tuple)의 수를 무엇이라고 하는가?	Degree	Cardinality	Attribute	Cartesian product	2	2022년/2회
84	C언어에서 문자열 처리 함수의 서식과 그 기능의 연결로 틀린 것은?	strlen(s) - s의 길이를 구한다.	strcpy(s1, s2) - s2를 s1으로 복사한다.	strcmp(s1, s2) - s1과 s2를 연결한다.	strrev(s)－s를 거꾸로 변환한다.	3	2022년/2회
85	IP 프로토콜에서 사용하는 필드와 해당 필드에 대한 설명으로 틀린 것은?	Header Length는 IP 프로토콜의 헤더 길이를 32비트 워드 단위로 표시한다.	Packet Length는 IP 헤더를 제외한 패킷 전체의 길이를 나타내며 최대 크기는 232－1비트이다.	Time To Live는 송신 호스트가 패킷을 전송하기 전 네트워크에서 생존할 수 있는 시간을 지정한 것이다.	Version Number는 IP 프로토콜의 버전번호를 나타낸다.	2	2022년/2회
86	RIP 라우팅 프로토콜에 대한 설명으로 틀린 것은?	경로 선택 메트릭은 홉 카운트(hop count)이다.	라우팅 프로토콜을 IGP와 EGP로 분류했을 때 EGP에 해당한다.	최단 경로 탐색에 Bellman-Ford 알고리즘을 사용한다.	각 라우터는 이웃 라우터들로부터 수신한 정보를 이용하여 라우팅 표를 갱신한다.	2	2022년/2회
87	UNIX 운영체제에 관한 특징으로 틀린 것은?	하나 이상의 작업에 대하여 백그라운드에서 수행이 가능하다.	Multi-User는 지원하지만 Multi-Tasking은 지원하지 않는다.	트리 구조의 파일 시스템을 갖는다.	이식성이 높으며 장치 간의 호환성이 높다.	2	2022년/2회
88	UDP 프로토콜의 특징이 아닌 것은?	비연결형 서비스를 제공한다.	단순한 헤더 구조로 오버헤드가 적다.	주로 주소를 지정하고, 경로를 설정하는 기능을 한다.	TCP와 같이 트랜스포트 계층에 존재한다.	3	2022년/2회
89	Python 데이터 타입 중 시퀀스(Sequence) 데이터 타입에 해당하며 다양한 데이터 타입들을 주어진 순서에 따라 저장할 수 있으나 저장된 내용을 변경할 수 없는 것은?	복소수(complex) 타입	리스트(list) 타입	사전(dict) 타입	튜플(tuple) 타입	4	2022년/2회
90	IP 프로토콜의 주요 특징에 해당하지 않는 것은?	체크섬(Checksum) 기능으로 데이터 체크섬(Data Checksum)만 제공한다.	패킷을 분할, 병합하는 기능을 수행하기도 한다.	비연결형 서비스를 제공한다.	Best Effort 원칙에 따른 전송 기능을 제공한다.	1	2022년/2회
91	사용자 수준에서 지원되는 스레드(thread)가 커널에서 지원되는 스레드에 비해 가지는 장점으로 옳은 것은?	한 프로세스가 운영체제를 호출할 때 전체 프로세스가 대기할 필요가 없으므로 시스템 성능을 높일 수 있다.	동시에 여러 스레드가 커널에 접근할 수 있으므로 여러 스레드가 시스템 호출을 동시에 사용할 수 있다.	각 스레드를 개별적으로 관리할 수 있으므로 스레드의 독립적인 스케줄링이 가능하다.	커널 모드로의 전환 없이 스레드 교환이 가능하므로 오버헤드가 줄어든다.	4	2022년/2회
92	한 모듈이 다른 모듈의 내부 기능 및 그 내부 자료를 참조하는 경우의 결합도는?	내용 결합도(Content Coupling)	제어 결합도(Control Coupling)	공통 결합도(Common Coupling)	스탬프 결합도(Stamp Coupling)	1	2022년/2회
93	모듈화(Modularity)와 관련한 설명으로 틀린 것은?	시스템을 모듈로 분할하면 각각의 모듈을 별개로 만들고 수정할 수 있기 때문에 좋은 구조가 된다.	응집도는 모듈과 모듈 사이의 상호의존 또는 연관 정도를 의미한다.	모듈 간의 결합도가 약해야 독립적인 모듈이 될 수 있다.	모듈 내 구성 요소들 간의 응집도가 강해야 좋은 모듈 설계이다.	2	2022년/2회
94	소프트웨어 개발에서 정보보안 3요소에 해당 하지 않는 설명은?	기밀성 : 인가된 사용자에 대해서만 자원 접근이 가능하다.	무결성 : 인가된 사용자에 대해서만 자원 수정이 가능하며 전송중인 정보는 수정되지 않는다.	가용성 : 인가된 사용자는 가지고 있는 권한 범위 내에서 언제든 자원 접근이 가능하다.	휘발성 : 인가된 사용자가 수행한 데이터는 처리 완료 즉시 폐기 되어야 한다.	4	2022년/2회
95	어떤 외부 컴퓨터가 접속되면 접속 인가 여부를 점검해서 인가된 경우에는 접속이 허용되고, 그 반대의 경우에는 거부할 수 있는 접근제어 유틸리티는?	tcp wrapper	trace checker	token finder	change detector	1	2022년/2회
96	기기를 키오스크에 갖다 대면 원하는 데이터를 바로 가져올 수 있는 기술로 10㎝ 이내 근접 거리에서 기가급 속도로 데이터 전송이 가능한 초고속 근접무선통신(NFC : Near Field Communication) 기술은?	BcN(Broadband Convergence Network)	Zing	Marine Navi	C-V2X(Cellular Vehicle To Everything)	2	2022년/2회
97	취약점 관리를 위한 응용 프로그램의 보안 설정과 가장 거리가 먼 것은?	서버 관리실 출입 통제	실행 프로세스 권한 설정	운영체제의 접근 제한	운영체제의 정보 수집 제한	1	2022년/2회
98	소프트웨어 개발 프레임워크와 관련한 설명으로 가장 적절하지 않은 것은?	반제품 상태의 제품을 토대로 도메인별로 필요한 서비스 컴포넌트를 사용하여 재사용성 확대와 성능을 보장 받을 수 있게 하는 개발 소프트웨어이다.	라이브러리와는 달리 사용자 코드에서 프레임워크를 호출해서 사용하고, 그에 대한 제어도 사용자 코드가 가지는 방식이다.	설계 관점에 개발 방식을 패턴화시키기 위한 노력의 결과물인 소프트웨어 디자인 패턴을 반제품 소프트웨어 상태로 집적화시킨 것으로 볼 수 있다.	프레임워크의 동작 원리를 그 제어 흐름의 일반적인 프로그램 흐름과 반대로 동작한다고 해서 IoC(Inversion of Control)이라고 설명하기도 한다.	2	2022년/2회
99	클라우드 기반 HSM(Cloud-based Hardware Security Module)에 대한 설명으로 틀린 것은?	클라우드(데이터센터) 기반 암호화 키 생성, 처리, 저장 등을 하는 보안 기기이다.	국내에서는 공인인증제의 폐지와 전자서명법 개정을 추진하면서 클라우드 HSM 용어가 자주 등장하였다.	클라우드에 인증서를 저장하므로 기존 HSM 기기나 휴대폰에 인증서를 저장해 다닐 필요가 없다.	하드웨어가 아닌 소프트웨어적으로만 구현되기 때문에 소프트웨어식 암호 기술에 내재된 보안 취약점을 해결할 수 없다는 것이 주요 단점이다.	4	2022년/2회
100	다른 국을 향하는 호출에 중계에 의하지 않고 직접 접속되는 그물 모양의 네트워크는?	Virtual Local Area Network	Simple Station Network	Mesh Network	Modem Network	3	2022년/2회
101	물리적 위협으로 인한 문제에 해당하지 않는 것은?	화재, 홍수 등 천재지변으로 인한 위협	하드웨어 파손, 고장으로 인한 장애	방화, 테러로 인한 하드웨어와 기록장치를 물리적으로 파괴하는 행위	방화벽 설정의 잘못된 조작으로 인한 네트워크, 서버 보안 위협	4	2022년/2회
102	악성코드의 유형 중 다른 컴퓨터의 취약점을 이용하여 스스로 전파하거나 메일로 전파되며 스스로를 증식하는 것은?	Worm	Rogue Ware	Adware	Reflection Attack	1	2022년/2회
103	시스템 공격 기법 중 하나로 허용범위 이상의 ICMP 패킷을 전송하여 대상 시스템의 네트워크를 마비시키는 공격은?	Ping of Death	Session Hijacking	Piggyback Attack	XSS	1	2022년/2회
104	소프트웨어 개발 방법론 중 애자일(Agile) 방법론의 특징과 가장 거리가 먼 것은?	각 단계의 결과가 완전히 확인된 후 다음 단계 진행	소프트웨어 개발에 참여하는 구성원들 간의 의사소통 중시	환경 변화에 대한 즉시 대응	프로젝트 상황에 따른 주기적 조정	1	2022년/2회
105	대칭 암호 알고리즘과 비대칭 암호 알고리즘에 대한 설명으로 틀린 것은?	대칭 암호 알고리즘은 비교적 실행 속도가 빠르기 때문에 다양한 암호의 핵심 함수로 사용될 수 있다.	대칭 암호 알고리즘은 비밀키 전달을 위한 키 교환이 필요하지 않아 암호화 및 복호화의 속도가 빠르다.	비대칭 암호 알고리즘은 자신만이 보관하는 비밀키를 이용하여 인증, 전자서명 등에 적용이 가능하다.	대표적인 대칭키 암호 알고리즘으로는 AES, IDEA 등이 있다.	2	2022년/2회
106	접근 통제 방법 중 조직 내에서 직무, 직책 등 개인의 역할에 따라 결정하여 부여하는 접근 정책은?	RBAC	DAC	MAC	QAC	1	2022년/2회
107	COCOMO(Constructive Cost Model) 모형의 특징이 아닌 것은?	프로젝트를 완성하는데 필요한 man-month로 산정 결과를 나타낼 수 있다.	보헴(Boehm)이 제안한 것으로 원시코드 라인 수에 의한 비용 산정 기법이다.	비교적 작은 규모의 프로젝트 기록을 통계 분석하여 얻은 결과를 반영한 모델이며 중소 규모 소프트웨어 프로젝트 비용 추정에 적합하다.	프로젝트 개발유형에 따라 object, dynamic, function의 3가지 모드로 구분한다.	4	2022년/2회
108	각 사용자 인증의 유형에 대한 설명으로 가장 적절하지 않은 것은?	지식 : 주체는 '그가 알고 있는 것'을 보여주며 예시로는 패스워드, PIN 등이 있다.	소유 : 주체는 '그가 가지고 있는 것'을 보여주며 예시로는 토큰, 스마트카드 등이 있다.	존재 : 주체는 '그를 대체하는 것'을 보여주며 예시로는 패턴, QR 등이 있다.	행위 : 주체는 '그가 하는 것'을 보여주며 예시로는 서명, 움직임, 음성 등이 있다.	3	2022년/2회
109	시스템의 사용자가 로그인하여 명령을 내리는 과정에 대한 시스템의 동작 중 자신의 신원(Identity)을 시스템에 증명하는 과정은?	Aging	Accounting	Authorization	Authentication	4	2022년/2회
110	기존의 라우터, 스위치 등과 같이 하드웨어에 의존하는 네트워크 체계에서 안정성, 속도, 보안 등을 소프트웨어로 제어, 관리하기 위해 개발된 기술은?	SDN(Software Defined Networking)	NFS(Network File System)	Network Mapper	AOE Network	1	2022년/2회
111	프로젝트 일정 관리 시 사용하는 PERT 차트에 대한 설명에 해당하는 것은?	각 작업들이 언제 시작하고 언제 종료되는지에 대한 일정을 막대 도표를 이용하여 표시한다.	시간선(Time-line) 차트라고도 한다.	수평 막대의 길이는 각 작업의 기간을 나타낸다.	작업들 간의 상호 관련성, 결정경로, 경계시간, 자원할당 등을 제시한다.	4	2022년/2회
